image_id,split,image_path,ma_mask_path,he_mask_path,ex_mask_path,se_mask_path,od_mask_path
IDRiD_72,test,D:\RetinaGuard_Data\idrid\A. Segmentation\1. Original Images\b. Testing Set\IDRiD_72.jpg,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\1. Microaneurysms\IDRiD_72_MA.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\2. Haemorrhages\IDRiD_72_HE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\3. Hard Exudates\IDRiD_72_EX.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\4. Soft Exudates\IDRiD_72_SE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\5. Optic Disc\IDRiD_72_OD.tif
IDRiD_73,test,D:\RetinaGuard_Data\idrid\A. Segmentation\1. Original Images\b. Testing Set\IDRiD_73.jpg,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\1. Microaneurysms\IDRiD_73_MA.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\2. Haemorrhages\IDRiD_73_HE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\3. Hard Exudates\IDRiD_73_EX.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\4. Soft Exudates\IDRiD_73_SE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\5. Optic Disc\IDRiD_73_OD.tif
IDRiD_74,test,D:\RetinaGuard_Data\idrid\A. Segmentation\1. Original Images\b. Testing Set\IDRiD_74.jpg,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\1. Microaneurysms\IDRiD_74_MA.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\2. Haemorrhages\IDRiD_74_HE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\3. Hard Exudates\IDRiD_74_EX.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\4. Soft Exudates\IDRiD_74_SE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\5. Optic Disc\IDRiD_74_OD.tif
IDRiD_75,test,D:\RetinaGuard_Data\idrid\A. Segmentation\1. Original Images\b. Testing Set\IDRiD_75.jpg,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\1. Microaneurysms\IDRiD_75_MA.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\2. Haemorrhages\IDRiD_75_HE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\3. Hard Exudates\IDRiD_75_EX.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\4. Soft Exudates\IDRiD_75_SE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\5. Optic Disc\IDRiD_75_OD.tif
IDRiD_76,test,D:\RetinaGuard_Data\idrid\A. Segmentation\1. Original Images\b. Testing Set\IDRiD_76.jpg,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\1. Microaneurysms\IDRiD_76_MA.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\2. Haemorrhages\IDRiD_76_HE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\3. Hard Exudates\IDRiD_76_EX.tif,MISSING,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\5. Optic Disc\IDRiD_76_OD.tif
IDRiD_77,test,D:\RetinaGuard_Data\idrid\A. Segmentation\1. Original Images\b. Testing Set\IDRiD_77.jpg,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\1. Microaneurysms\IDRiD_77_MA.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\2. Haemorrhages\IDRiD_77_HE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\3. Hard Exudates\IDRiD_77_EX.tif,MISSING,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\5. Optic Disc\IDRiD_77_OD.tif
IDRiD_78,test,D:\RetinaGuard_Data\idrid\A. Segmentation\1. Original Images\b. Testing Set\IDRiD_78.jpg,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\1. Microaneurysms\IDRiD_78_MA.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\2. Haemorrhages\IDRiD_78_HE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\3. Hard Exudates\IDRiD_78_EX.tif,MISSING,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\5. Optic Disc\IDRiD_78_OD.tif
IDRiD_79,test,D:\RetinaGuard_Data\idrid\A. Segmentation\1. Original Images\b. Testing Set\IDRiD_79.jpg,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\1. Microaneurysms\IDRiD_79_MA.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\2. Haemorrhages\IDRiD_79_HE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\3. Hard Exudates\IDRiD_79_EX.tif,MISSING,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\5. Optic Disc\IDRiD_79_OD.tif
IDRiD_80,test,D:\RetinaGuard_Data\idrid\A. Segmentation\1. Original Images\b. Testing Set\IDRiD_80.jpg,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\1. Microaneurysms\IDRiD_80_MA.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\2. Haemorrhages\IDRiD_80_HE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\3. Hard Exudates\IDRiD_80_EX.tif,MISSING,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\5. Optic Disc\IDRiD_80_OD.tif
IDRiD_81,test,D:\RetinaGuard_Data\idrid\A. Segmentation\1. Original Images\b. Testing Set\IDRiD_81.jpg,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\1. Microaneurysms\IDRiD_81_MA.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\2. Haemorrhages\IDRiD_81_HE.tif,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\3. Hard Exudates\IDRiD_81_EX.tif,MISSING,D:\RetinaGuard_Data\idrid\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\5. Optic Disc\IDRiD_81_OD.tif
